brand_name,brand_type,longitude_list,latitude_list,grid_id_list
叶殷米线,餐饮服务;中餐厅;中餐厅,"[116.9829762407534, 117.1401258930164, 117.0692099716806, 116.9993075516286]","[36.6770962224577, 36.66025002976137, 36.67174445920146, 36.65579866973628]","[56, 46, 42, 21]"
伴城民宿,住宿服务;住宿服务相关;住宿服务相关,"[117.0456403442374, 117.0401817036702, 117.0463362009822, 117.0411506024365, 117.0464708437989, 117.0460232041173, 117.0402155960509, 117.0411506024365, 117.0458796173549, 116.9796198880519, 116.9861595713592, 117.046431969009, 116.9846132292152, 117.0457101316895, 117.0464588941097, 117.0411306660838]","[36.68046731853781, 36.68113144186481, 36.68062383, 36.68034480913464, 36.6801748410638, 36.68018772484551, 36.68109039269081, 36.68034480913464, 36.68041087281475, 36.67460179252733, 36.67635508559889, 36.68011095820077, 36.67666956260912, 36.68045318685657, 36.68005194169243, 36.68035884375324]","[59, 59, 59, 59, 59, 59, 59, 59, 59, 37, 56, 59, 56, 59, 59, 59]"
豆花姐·烂豆花火锅,餐饮服务;中餐厅;火锅店,"[116.9273572849279, 116.904681865788, 117.0077631846295, 117.2167488496932, 116.9961346187467, 117.0719574338676, 117.2243974851087, 116.9701371677619, 117.0567355552473, 117.091017157548, 116.9370382765504, 116.9452101072941, 116.9733048750983, 117.0695786693577, 116.8540584284184, 117.112539674643, 116.908328532425, 117.2147947264674, 117.077430638432, 117.0343373750588, 117.046397549852, 117.022849794519, 116.9513584000985]","[36.64589544282659, 36.67707066842459, 36.61899102629864, 36.66258305554349, 36.67157965640071, 36.7123110636555, 36.723133053989, 36.72220986253637, 36.6604927121471, 36.66264119869732, 36.69443294564103, 36.66387805695068, 36.66155629184649, 36.64241893328481, 36.64539642316768, 36.69194949026618, 36.65092100928138, 36.70305471679107, 36.68089276562329, 36.67595116431055, 36.71956379961262, 36.70886374797037, 36.67563617226433]","[17, 52, 4, 50, 38, 94, 100, 89, 41, 43, 71, 35, 36, 25, 14, 63, 16, 85, 61, 59, 92, 76, 54]"
元首针织,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.0043274268735, 117.0440343416476, 116.9806736605448, 117.0011215281613, 117.2277835953655, 116.9844370494957, 117.0739627137044, 117.0451062308407, 117.2301636554818, 116.991076976381, 116.969772973121]","[36.68567397183416, 36.67167108189459, 36.6631997036591, 36.68371589577959, 36.72405064097413, 36.63121665325768, 36.68143400544925, 36.660898513452, 36.71961183402475, 36.66021709386323, 36.65600271143885]","[57, 40, 37, 57, 101, 10, 61, 40, 101, 37, 19]"
切果NOW,购物服务;购物相关场所;购物相关场所,"[117.1750100808172, 116.9962238758151, 117.1377954343446, 117.0558847923793, 116.905844030144, 116.9838884035669]","[36.67310724737073, 36.66580794835408, 36.65205229402022, 36.70338217681334, 36.67329953563162, 36.69421370118832]","[48, 38, 29, 78, 33, 74]"
三角轮胎,汽车服务;汽车配件销售;汽车配件销售,"[116.9688619197102, 116.9403237590304, 116.9325323793823, 117.0049250363541, 116.9230717568097, 116.9698603340318]","[36.70793570532295, 36.6122285834186, 36.72213877556161, 36.7017739442108, 36.66335544110859, 36.7128197540335]","[73, 1, 87, 75, 34, 89]"
董立兵烤鸭,餐饮服务;中餐厅;中餐厅,"[117.0772964181378, 117.1092264383297, 117.1227619965011, 116.9784138386297, 117.069973957537, 117.0180523913996, 116.9190701484414]","[36.68441764319348, 36.66494981878994, 36.69143607985739, 36.64913295689302, 36.64237356107805, 36.67041833532789, 36.65821407635526]","[61, 44, 64, 20, 25, 39, 33]"
恒丰仁和大药房,医疗保健服务;医药保健销售店;药房,"[116.9450329967991, 116.9318857253084, 117.0085654947323, 116.9688215521528, 116.9122790099215, 117.042109350292, 117.0136342095373, 117.1440828334871, 117.0866569363137, 116.9779055045882, 116.9980124972683, 116.9199041490357, 117.185753553957, 116.9420375347119, 117.1332844771584, 116.9040323930322, 117.0512761099955, 117.143941756662, 117.0307306969671]","[36.65173582668607, 36.6606167640991, 36.70123641364558, 36.72176283970636, 36.68958158701589, 36.70772833434646, 36.69156670940029, 36.72242022563115, 36.6925532008641, 36.68054315063007, 36.67092733128204, 36.68998946443446, 36.66572004912327, 36.69554975773833, 36.72860403420771, 36.68758231877008, 36.68643281908989, 36.72984311651792, 36.69996885728894]","[18, 34, 75, 89, 52, 77, 58, 98, 62, 56, 38, 52, 48, 72, 97, 52, 60, 105, 77]"
佳洛斯网球,体育休闲服务;运动场馆;网球场,"[117.0913207192106, 117.0161878324628, 117.0776587344578, 117.0671071437353, 117.0204834970448]","[36.64748538663867, 36.61902841599035, 36.66866122203469, 36.64421251483934, 36.62692674673603]","[26, 5, 42, 25, 12]"
美联众合动物医院,医疗保健服务;动物医疗场所;宠物诊所,"[116.991152970997, 117.0043606906043, 117.2303921021161, 116.9675580073145, 117.1491715539789, 116.9163023057692, 117.1828891829129, 116.977715054027, 116.9976020039863, 117.0038439765327]","[36.63042772970869, 36.61980174449704, 36.68082375204473, 36.67315134140429, 36.64913613823894, 36.67431585819242, 36.7144812177041, 36.63778080762739, 36.66453852390325, 36.67267855308011]","[10, 4, 68, 36, 29, 33, 99, 10, 38, 38]"
蒙牛营养生活家,购物服务;综合市场;农副产品市场,"[117.0920283840926, 117.0476803481193, 116.9146236797936, 116.9026811305049, 117.1122474017467, 117.1971280028391, 117.0449356893669, 117.0064114065225, 116.9302868751216, 117.0863690857468, 116.945814215712]","[36.72477171896732, 36.68770673471833, 36.67790408826208, 36.68352531120205, 36.6757634197584, 36.67489884901441, 36.69644265539333, 36.66840348790866, 36.69600616285658, 36.70208919316703, 36.68179266382827]","[95, 60, 52, 51, 63, 49, 77, 38, 71, 80, 54]"
adidas kids,购物服务;体育用品店;阿迪达斯专卖店,"[116.9161786495397, 117.1162859716155, 116.9764441789323, 117.1223042518425, 116.9153692842236, 117.0938640234278, 117.0574070939032]","[36.65456509682412, 36.68188817807437, 36.61276114161369, 36.68558524080792, 36.71660579039587, 36.65910538116018, 36.68469265042922]","[16, 63, 3, 64, 86, 43, 60]"
万仟堂,购物服务;专卖店;珠宝首饰工艺品,"[117.0239640232479, 117.1147844112458, 117.1308905227061, 117.0939949299974, 117.0170612259198, 116.9721021519618]","[36.65953574627828, 36.64394303530297, 36.67598030510087, 36.65939321489503, 36.6634574262997, 36.64969194364416]","[39, 27, 64, 43, 39, 19]"
白氏专业采耳,生活服务;洗浴推拿场所;洗浴推拿场所,"[117.0800572776773, 117.1403915711303, 117.0012508112551, 117.0779605811382, 117.0068114391302]","[36.68022059525382, 36.70132775091678, 36.66730272143906, 36.64037918818229, 36.62622765349501]","[61, 83, 38, 25, 11]"
GXG,购物服务;服装鞋帽皮具店;品牌服装店,"[116.9161060958542, 116.9697386364815, 116.9029738852198, 117.2274011032724, 116.997450893769, 117.0247822407049]","[36.71627135590085, 36.66031118130778, 36.67399617279226, 36.69219095665604, 36.66248124738032, 36.66476834933257]","[86, 36, 32, 68, 38, 39]"
老兵搬家,生活服务;搬家公司;搬家公司,"[117.1137707323739, 117.2380026277985, 116.953653243754, 116.9484081105709, 116.9115908657009, 117.0819275703928, 116.974475806794, 116.9671289876313, 116.9898278426386]","[36.7142542263867, 36.68502578172609, 36.61293530128246, 36.68743147641452, 36.67236385601691, 36.68452994899416, 36.60917891409883, 36.65261911242434, 36.64750161302857]","[96, 68, 1, 54, 33, 61, 2, 19, 20]"
国际沙宣,生活服务;美容美发店;美容美发店,"[117.022724631715, 116.90782363307, 117.0605522417585, 116.9614802959253, 116.9878728037502, 117.0065425993007, 116.9422155347353, 116.9310077094941]","[36.7058440342708, 36.64645996651876, 36.70460232905107, 36.68680015285531, 36.69721273827437, 36.67945023097164, 36.72718394015468, 36.71788496618613]","[76, 16, 78, 55, 74, 57, 88, 87]"
国窖1573,购物服务;专卖店;烟酒专卖店,"[117.1169643810404, 116.9989717734148, 116.9239019014393, 117.0010996075347, 116.9629513352266, 116.945475721432, 117.216552096116]","[36.69094513042529, 36.61332280842568, 36.70134959944168, 36.67495943780293, 36.65324302682694, 36.65048564815886, 36.70316040513294]","[63, 4, 71, 38, 19, 18, 85]"
斯凯奇,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.0495726407156, 116.9761634033817, 117.1937124512927, 116.9161917630125, 117.1403287543823, 117.0698269334353, 117.0254452587271, 116.9519368373675, 116.9995099391492, 117.2262047304153, 117.1223042518425, 117.0937420998493, 117.0573921479621, 117.1146763241543]","[36.71527547556936, 36.61234819839491, 36.67148268329794, 36.71801114680653, 36.67280462952694, 36.65358596036769, 36.65960375098813, 36.61680113482103, 36.66231807445721, 36.69201732383197, 36.68558524080792, 36.65893647612083, 36.68454576596435, 36.64415081316928]","[93, 3, 49, 86, 46, 25, 39, 1, 38, 67, 64, 43, 60, 27]"
歌曼丽草本减肥,生活服务;美容美发店;美容美发店,"[117.1400298961077, 117.0245216443921, 117.0815252278422, 116.9842012163216, 117.0046093593408, 116.9764211112985]","[36.70250541012332, 36.6701357352569, 36.64810955932072, 36.67480496561944, 36.6754745102172, 36.6323158346182]","[83, 39, 25, 37, 57, 10]"
肆拾玖坊,购物服务;专卖店;烟酒专卖店,"[117.2270440284908, 117.0101307545443, 117.0908310515676, 117.0832254781016, 117.0339019738913, 117.0159337855014, 116.9767091895271, 117.0470215167442, 116.9738043381415, 116.8876158590935, 117.2310673209854, 116.9732384823162, 117.1143454838317, 116.9152152469272, 116.9626993251842, 116.9912255782475]","[36.72707421466234, 36.64001066671128, 36.68190326686332, 36.66436991983368, 36.70181786455395, 36.69941509904702, 36.61163601159434, 36.67724858277609, 36.63865967219303, 36.65504034444771, 36.67982370129823, 36.63143257593253, 36.6758361635771, 36.71927818388592, 36.6712586576754, 36.66692652253325]","[101, 21, 62, 43, 77, 76, 3, 59, 9, 15, 68, 9, 63, 86, 36, 37]"
王记熟食,餐饮服务;餐饮相关场所;餐饮相关,"[117.2114893680848, 116.9565513680815, 116.9377991083612]","[36.68053442336134, 36.66272468500334, 36.69462944100557]","[67, 35, 71]"
盛文甘栗,购物服务;综合市场;果品市场,"[117.0712287426658, 117.0945173681105, 117.0586270012421, 117.0453538941881, 116.9965704541714, 117.0863740807102, 117.0495044098966, 116.9761094758218, 117.0128891069805, 117.022328039174, 116.9565195276228, 116.9783235757234, 116.9912351865363, 116.9949980948204, 117.0763881073867, 116.908117815318, 117.1403041279551, 117.1980037425282, 117.2197005540897]","[36.64234435727721, 36.65358879070301, 36.6594334533308, 36.63966782747482, 36.65606784943657, 36.68477218880597, 36.6579757126735, 36.64083969040421, 36.62263882083366, 36.65440929542064, 36.65321855689879, 36.68197202354595, 36.66110806629418, 36.62231173539296, 36.67225286832776, 36.68778236278982, 36.64308569350762, 36.68789602088749, 36.67421358324169]","[25, 26, 41, 23, 21, 62, 41, 20, 12, 22, 18, 56, 37, 11, 42, 52, 29, 66, 50]"
lily,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.2264146805259, 117.0170632176531, 116.9159793620189, 117.2263438670723, 117.0945307915322]","[36.69310276929838, 36.66345842004262, 36.71577878982578, 36.69124390301639, 36.65853978195879]","[67, 39, 86, 67, 43]"
一块豆腐,餐饮服务;餐饮相关场所;餐饮相关,"[116.9254165513392, 116.9925778871887, 117.0257801434002, 116.9591060658686, 116.9663453193505]","[36.674470619007, 36.62923208318688, 36.68444246461044, 36.67053744641236, 36.63253226515306]","[34, 10, 58, 36, 9]"
艾晶艺术酒店,住宿服务;住宿服务相关;住宿服务相关,"[117.1406740538921, 117.2174731675935, 117.1387673051085, 117.1257590920572, 117.1269801586677, 117.1001781980174, 117.0983816417906, 117.2247167852196, 117.2142916093527, 117.1344037803651]","[36.67470301246021, 36.67325616320108, 36.6653767059812, 36.65536612129596, 36.65735647675605, 36.6675125163701, 36.692362432432, 36.69528425393243, 36.69160849402773, 36.66923658757392]","[46, 50, 46, 28, 28, 43, 62, 85, 67, 45]"
一只酸奶牛,餐饮服务;甜品店;甜品店,"[117.1276324100691, 117.12229019017, 117.1271893337913, 117.058205332702, 117.1522294942714, 116.9765385463014, 116.9725303819758, 117.1812438027304, 116.9778562483556, 117.0178430008996]","[36.65268516644719, 36.68600995710144, 36.71859811749579, 36.68288856197972, 36.65148918060667, 36.63296111076019, 36.64974868689259, 36.68428558803622, 36.67572130624416, 36.66373704388864]","[28, 64, 97, 60, 29, 10, 19, 65, 56, 39]"
塑钢门窗,购物服务;家居建材市场;建材五金市场,"[117.0990951262708, 117.0326554965453, 116.9335027963095, 116.9279787472319, 117.0048550042465]","[36.69557858733018, 36.71896581122663, 36.69513460685361, 36.63757053389053, 36.60695063769283]","[80, 92, 71, 7, 4]"
泉城书房,科教文化服务;图书馆;图书馆,"[116.9221963095473, 117.0553125052113, 116.8957378377719, 117.0727911591517, 117.0007203222636, 117.0374293285689, 117.0668243730143, 116.9870634329472, 117.1552643239868, 116.9890838270004, 117.0624750904805, 117.1287045266014, 117.1393036691365, 117.1256464857567, 117.0205491641738, 117.0263460945189, 117.0035271724519, 117.1243918171816, 116.9716050125018]","[36.63782389309606, 36.70133441875589, 36.62185058278831, 36.68528358150415, 36.64764530628844, 36.66937996769325, 36.74254646647717, 36.68725850967287, 36.6730694831959, 36.61391463648121, 36.65929509426449, 36.67086246939296, 36.64289119603532, 36.65962238730624, 36.64520673183083, 36.67452917329077, 36.67421455465417, 36.67179034412472, 36.64228880278331]","[7, 78, 6, 61, 21, 40, 103, 56, 47, 3, 41, 45, 29, 45, 22, 39, 38, 45, 19]"
恒源祥,购物服务;服装鞋帽皮具店;品牌服装店,"[116.982140325572, 117.0755952906853, 116.9710303392952, 116.9679637516846, 116.9927672488542]","[36.66368502663877, 36.68073716021313, 36.66062634787447, 36.6607398670667, 36.70800589915387]","[37, 61, 36, 36, 74]"
远航黑牛,餐饮服务;餐饮相关场所;餐饮相关,"[117.1301781100297, 116.9767441344427, 117.1301994530186, 117.0900083524295, 117.1356223874967]","[36.65469539449604, 36.62887291501227, 36.65193309738209, 36.64927040511263, 36.64343111595898]","[28, 10, 28, 26, 28]"
统一银座,购物服务;超级市场;超市,"[116.982312684578, 116.9980147608494, 116.9814991771831, 116.9614184794031, 116.975247857639, 117.0619049031576, 116.9612435894754, 117.0590926668619, 117.0303599787737, 117.0975780876572, 117.0469296630508, 116.9451643717483, 117.0633945233762, 116.991737799114, 117.0648869271125, 116.9949324771955, 117.0518508007462, 116.9908316998056, 116.9765005227952, 116.9468116795141, 117.0255016037601, 116.9697950963206, 117.0552171806568, 117.0712768194263, 116.9510401573949, 116.902830479234, 116.9687117541076, 117.086183739219, 117.0830161744923, 116.9610229406898, 116.9502681013895, 116.8946470528772, 116.9851187302869, 117.058591136002, 117.0389842684163, 117.0500823167585, 117.0500937669606, 117.0519692716343, 116.9783454327035, 117.0446884502187, 117.0331161921379, 116.9617459800622, 117.0076761140502, 117.1393028625794, 117.0540205361414, 116.9044911849237, 116.9766723286404, 117.1035911999852, 117.0202998389563, 117.1184799828458, 117.0764769743784, 117.0601682138944, 117.1241894844491, 117.0188442924038, 117.0806841045776, 117.0615937305494, 117.0228011600662, 117.0723878762826, 117.1549600980481, 117.0711763418986, 117.1442507646952, 116.9816538866363, 117.0000998274137, 117.1590237195433, 117.0799764582452, 117.1362669832758, 116.9938739196374, 117.0860084621028, 116.9642990910523, 117.0312496183708, 117.0198728744689, 117.0276729846157, 116.9964699155615, 117.0269035684007, 117.0358416113682, 116.9359089092222, 117.0683836672004, 117.0909711217127, 116.9842246543455, 117.0667213776855, 117.0365545381718, 116.9783718320777, 117.0761554993471, 116.9549312168214, 117.0494025349429, 116.9889040333708, 116.8904429404785, 117.0112140224899, 116.9805681470003, 117.0507582605893, 117.0669856415375, 117.1258845601092, 117.0700524576639, 116.9136397812031, 116.898393113202, 117.0385910884927, 117.0035119610488, 117.0449420074945, 117.0064430326146, 117.1011595847868, 116.9922069689273, 117.1363891814361, 116.9681097079036, 117.078650223255, 117.035067790671, 116.9375358685661, 117.1819927505909, 117.0696715, 116.9930454492869, 117.1976136584547, 117.0088071485323, 117.1235249315804, 117.0015423413485, 116.980836173032, 117.087469612295, 117.0203885832223, 117.0549092903192, 117.0618917105433, 116.9845355825681, 116.9410496923772]","[36.65380253985938, 36.65065172636536, 36.635764784683, 36.66002793551152, 36.62481665128352, 36.65459472214853, 36.64691034141378, 36.66998527591246, 36.66563034377882, 36.69018661321714, 36.68710957718249, 36.64446992284205, 36.66409794704119, 36.65389492679328, 36.73722329817998, 36.66614868214986, 36.64901087203366, 36.63645215217878, 36.64364387315075, 36.67545548026169, 36.70742356505229, 36.69025838920166, 36.6802049561402, 36.74504815822213, 36.65133281767312, 36.66045255902696, 36.6515823583881, 36.66318465123574, 36.69493189369641, 36.65135923523634, 36.64856425973034, 36.63430724673746, 36.67050886350103, 36.65901676142494, 36.65867500120776, 36.67920453170144, 36.67499313719433, 36.69435556641769, 36.68242567451681, 36.72267921372964, 36.6720055717885, 36.67135710834474, 36.63181079745556, 36.72822154018811, 36.66097584808181, 36.67593444861952, 36.71097739386644, 36.70103384295712, 36.61273448090822, 36.64305615395627, 36.67229677796519, 36.66045257434823, 36.67295237669822, 36.60752651240077, 36.65775813559151, 36.67960073477337, 36.61037996885271, 36.69353372110903, 36.65288230007759, 36.74203426262408, 36.73402687944135, 36.69536866942243, 36.64935416201504, 36.64078506379298, 36.68819062913756, 36.66338401570746, 36.66776991641759, 36.68428259536802, 36.65328240511189, 36.64879136877065, 36.64524658271002, 36.64857260095078, 36.65586627886824, 36.66918902272229, 36.6887705436108, 36.66229201466476, 36.67911774060249, 36.6631998587543, 36.65199888821962, 36.69224531726378, 36.693953588454, 36.68682482956626, 36.65441597808057, 36.6446426220408, 36.6507223047153, 36.67288291333917, 36.6216959944735, 36.6591339476994, 36.66287821497375, 36.67166398724509, 36.66804416059855, 36.66981642571679, 36.68024031129519, 36.7189826773772, 36.67856127289471, 36.6455848103349, 36.62329127523122, 36.64106882993352, 36.6349836035879, 36.62859028813842, 36.68771356008847, 36.66313435691555, 36.66488692010046, 36.68756979024636, 36.67594842030118, 36.67614455339347, 36.7135922078457, 36.64233688789494, 36.65962644582562, 36.67509245947016, 36.61533503647061, 36.68953918482489, 36.66022218435327, 36.68831658107816, 36.68078443175711, 36.65601464821822, 36.69494715886345, 36.70000242209726, 36.65855197013836, 36.62055637448045]","[20, 21, 10, 36, 10, 24, 19, 41, 40, 62, 59, 18, 41, 20, 102, 38, 24, 10, 20, 54, 76, 55, 60, 103, 18, 32, 19, 43, 79, 19, 18, 6, 37, 41, 40, 60, 41, 78, 56, 92, 40, 36, 11, 98, 41, 52, 74, 81, 5, 27, 42, 41, 45, 5, 42, 60, 5, 79, 30, 103, 105, 74, 21, 30, 61, 45, 38, 62, 19, 23, 22, 22, 21, 39, 59, 34, 61, 43, 20, 61, 77, 56, 25, 18, 24, 37, 6, 39, 37, 41, 42, 45, 61, 86, 51, 23, 11, 23, 11, 13, 56, 45, 36, 61, 59, 53, 99, 25, 37, 49, 4, 64, 38, 56, 62, 22, 78, 78, 37, 1]"
四季粥铺,餐饮服务;中餐厅;中餐厅,"[117.0501727323696, 117.1161774713735, 116.9686561242701, 117.1093272885246]","[36.67332802661883, 36.68561373381809, 36.65026031191657, 36.67521154417459]","[41, 63, 19, 44]"
彤德莱火锅,餐饮服务;中餐厅;火锅店,"[117.0095786586121, 117.0497760907239, 116.9867122147089, 117.1238856473104, 117.0269617829485, 116.9901720325958, 116.9941097675214]","[36.68819770768037, 36.68010853313461, 36.6670261929051, 36.68633564049282, 36.70928752070488, 36.69503013131934, 36.68671837655088]","[57, 60, 37, 64, 76, 74, 57]"
曼天雨,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[116.9791621387652, 116.9418984275047, 116.9540308043992, 117.1359232986901, 116.890198997557, 117.0460583222821, 117.0858970964758, 117.0033869123069, 117.1006778192338, 116.9289458052963, 116.9343376957342, 116.9887522896782, 117.1797278241425, 117.0619938399247, 116.9432364699434, 117.0076981681011, 117.0686060781894, 116.9390589397147, 116.9707717899178, 116.950220675398, 117.0573673759431, 116.9854980001365, 117.0003086533353, 116.9916286236756, 116.9809650563921, 116.9806943303565]","[36.65385988790958, 36.70040393716892, 36.63212523648289, 36.67391698723554, 36.62172191922875, 36.68694940611284, 36.69698258598549, 36.664136205749, 36.72225988557186, 36.63443899165402, 36.65736772653121, 36.67650412286977, 36.71360414904056, 36.74028299755452, 36.64407914936281, 36.69261848635671, 36.65452665355434, 36.66299186640195, 36.71128218164001, 36.60819003402398, 36.66568853759674, 36.66233275287224, 36.65172609492512, 36.63286884035154, 36.63041453613248, 36.68336412301975]","[20, 72, 8, 45, 6, 59, 80, 38, 95, 7, 17, 56, 99, 102, 18, 57, 25, 34, 73, 1, 41, 37, 21, 10, 10, 56]"
重庆米线,餐饮服务;中餐厅;四川菜(川菜),"[116.9790520061477, 116.9160089541788, 117.0074674229506, 116.9925892834456, 117.1359054323842, 117.0428976833323, 116.9857863576889, 116.9489748039776, 116.9431451909988, 116.9776186217978, 116.9878741193178, 117.1231172346411, 116.9804009478022, 117.0061600184791, 117.1388561411706, 117.0544448133467, 117.0597745318906, 117.1020801288047, 117.0051098711865, 116.9481173454945, 117.0651602356158, 117.0537636340347, 117.0291205899076, 116.9719804136191, 116.9694574703855, 117.0681308310267, 116.9913694158824, 116.9519677153144]","[36.69527246873891, 36.71908561164481, 36.70796135626331, 36.64314480249401, 36.66383618371263, 36.70889090583724, 36.66586770996265, 36.71858223305408, 36.62170153339622, 36.62730826722351, 36.68538223117585, 36.69223998920323, 36.66209619181466, 36.6902945517792, 36.70273737651452, 36.66618993533442, 36.70052805515333, 36.69284238703641, 36.66954068686245, 36.66669504796011, 36.73829125611149, 36.70093425644819, 36.71831308811959, 36.69702790801734, 36.69021936052005, 36.70789973319083, 36.62694211440544, 36.60778822860481]","[74, 86, 75, 20, 45, 77, 37, 88, 8, 10, 56, 64, 37, 57, 83, 41, 78, 63, 38, 35, 103, 78, 91, 73, 55, 79, 10, 1]"
重庆殷记米线,餐饮服务;快餐厅;快餐厅,"[117.0391418996369, 117.0356565691017, 116.9751252862886, 117.0692988745427, 116.9976928231199, 116.9037064243056]","[36.65726450660625, 36.68605169548479, 36.66169894787972, 36.6537873767124, 36.65369786446132, 36.69028572488211]","[23, 59, 36, 25, 21, 52]"
周生生,购物服务;专卖店;珠宝首饰工艺品,"[116.9701877997667, 117.0086254144513, 117.1033840384535, 117.0250687569199, 117.0235042415128, 117.0944798018773]","[36.66041485563889, 36.64648724288516, 36.66769570051169, 36.6592399729987, 36.66466484169526, 36.65863971606682]","[36, 21, 44, 39, 39, 43]"
重庆石锅鱼,餐饮服务;中餐厅;四川菜(川菜),"[116.989659785974, 117.0994096475842, 116.9632351289792, 117.0263680602975, 117.0922857420939, 116.941879562949, 117.0067481847818, 117.1112850339907, 117.0465050392847]","[36.69932495318008, 36.72520553449593, 36.71771470821484, 36.70924310483991, 36.70312975549758, 36.69968843216301, 36.69305004573051, 36.70120658620942, 36.69501640619748]","[74, 95, 89, 76, 80, 72, 57, 81, 77]"
海曼斯,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[116.98787063185, 117.080789299548, 116.90691861562, 116.9741620336093, 116.9383845357661, 116.9534954936525, 116.9393698000641, 116.9727065129472, 116.9274012152362]","[36.68988340084626, 36.6809967214902, 36.64731491111657, 36.65509176532549, 36.69372493860191, 36.62488876167453, 36.61921837767225, 36.63294820739337, 36.64560555529732]","[56, 61, 16, 19, 71, 8, 1, 9, 17]"
猴开心旅游,生活服务;生活服务场所;生活服务场所,"[117.0061321812395, 116.9849692373613, 116.9419183422298, 117.0013345993554]","[36.65439989598325, 36.69866960349742, 36.70063075249716, 36.68374722974617]","[21, 74, 72, 57]"
三千茶业,购物服务;专卖店;专营店,"[116.9833261777691, 117.2116202845179, 116.9026757355737, 117.2274826781945, 116.9367738646059, 117.102697600755, 116.9919002848048]","[36.67311265009626, 36.69116088002414, 36.67796079512166, 36.67853360099286, 36.64989701758739, 36.67136112206383, 36.66109904211329]","[37, 67, 51, 68, 17, 44, 37]"
尚艺造型,生活服务;美容美发店;美容美发店,"[117.1337771383034, 116.9269688657864, 117.0775502448914, 117.2981446561599, 116.9238148506911]","[36.72844586443795, 36.64874327053678, 36.6568455371693, 36.69206024359766, 36.70351232171036]","[97, 17, 25, 69, 71]"
未来书房,购物服务;专卖店;书店,"[116.9416831730092, 116.9981283196817, 117.0926304654415, 117.0252848870246, 116.9698497519842, 117.0550083685494, 117.1413255475665, 116.9742878329726, 116.9284122611876]","[36.64455298276983, 36.60551883395669, 36.72121604726307, 36.66833381528232, 36.6642334662048, 36.73548866455016, 36.731166884327, 36.65217716885651, 36.64190233456281]","[18, 4, 95, 39, 36, 102, 105, 19, 17]"
皇城根,餐饮服务;中餐厅;北京菜,"[116.9764242978256, 117.1308663698001, 117.0477686326272, 116.9871509400039, 117.0242793076503, 116.9941545938652, 116.9783123044574, 116.9759590412823, 116.9701290379377, 116.9150056385519]","[36.61244138311236, 36.677053602476, 36.70037751017465, 36.66137933088861, 36.6638042862101, 36.70436600489606, 36.67584088833742, 36.63240113296549, 36.6604230160173, 36.71881066809405]","[3, 64, 78, 37, 39, 75, 56, 10, 36, 86]"
陕西专业修脚房,生活服务;洗浴推拿场所;洗浴推拿场所,"[117.1150902930106, 116.8958590165449, 117.0943988856952, 116.9613337638996, 116.9836306208214]","[36.62916907151829, 36.67535139429818, 36.64954222577181, 36.65129046633823, 36.71120657720454]","[13, 32, 26, 19, 74]"
Tineco添可,购物服务;家电电子卖场;数码电子,"[117.1398678639976, 117.0689934207683, 117.0069970573108, 116.9741318742207, 117.0154886637766, 117.0096300979262, 116.9722394606149, 117.1275336854988]","[36.65716249536936, 36.65394959549226, 36.6847255641684, 36.62151080697775, 36.66371175173359, 36.64691101431652, 36.65083386274407, 36.71882741953672]","[29, 25, 57, 9, 39, 21, 19, 97]"
八不食儒家菜馆,餐饮服务;中餐厅;中餐厅,"[117.0438509319104, 117.0731658190572, 117.1093063021647, 117.0036621754141, 117.1306200550131]","[36.68029609040392, 36.63949930745164, 36.67503264067913, 36.61560227603983, 36.65979790460632]","[59, 25, 44, 4, 45]"
蒿家扒鸡,餐饮服务;餐饮相关场所;餐饮相关,"[116.9724854789252, 116.9550100813244, 116.945382286743, 117.0432339265895, 117.0787452991484, 117.0050930191575, 117.0601261128313, 117.0586268838871, 117.0496114164014, 116.9883987346291, 117.0088377980748, 117.0783763938672, 116.9767722198582, 117.0497087639364, 116.9592285806249, 116.9739079166299, 117.0276184812959, 117.0313103572623, 116.9879050153164]","[36.67765568791043, 36.63416966228631, 36.67551250268104, 36.67119904608923, 36.6944983436473, 36.68663106619218, 36.6795917971581, 36.66045782757293, 36.66395385542536, 36.65942473600946, 36.62617665380398, 36.68055936549106, 36.6721447103261, 36.68464581126845, 36.67077898410004, 36.7107895459694, 36.65481996375083, 36.71931890669212, 36.69406464476732]","[55, 8, 54, 40, 79, 57, 60, 41, 41, 37, 11, 61, 37, 60, 36, 73, 22, 92, 74]"
佐丹奴,购物服务;服装鞋帽皮具店;品牌服装店,"[117.1526843556131, 117.1160878487007, 117.056492439212, 116.9986591224905, 117.0069154088681, 117.0497471509676, 117.070686432303]","[36.65083739582461, 36.68183802013683, 36.68426934994192, 36.61343069857307, 36.68470881845965, 36.71516322360454, 36.653281295254]","[29, 63, 60, 4, 57, 93, 25]"
